0,0,0,-150
0,0,0,-100
0,0,0,-218
0,0,0,-50
0,0,0,-50
0,0,0,-5
0,0,0,-18
0,0,0,-200
0,0,0,-25
0,0,0,-50
0,0,0,-50
0,0,0,-75
0,0,0,-20
0,0,0,-25
0,0,0,-500
0,0,0,-250
0,0,0,-40
0,0,0,-25
0,0,0,-250
0,0,0,-45
0,0,0,-55
0,0,0,-25
0,0,0,-15
0,0,0,-25
1,40,80,-20
0,0,0,-35
0,0,0,-25
0,0,0,-50
0,0,0,-50
0,0,0,-25
0,0,0,-500
1,25,25,0
0,0,0,-30
0,0,0,-50
0,0,0,-10
0,0,0,-100
0,0,0,-75
0,0,0,-20
0,0,0,-10
0,0,0,-100
0,0,0,-35
0,0,0,-20
0,0,0,-50
0,0,0,-10
0,0,0,-50
0,0,0,-50
0,0,0,-40
0,0,0,-25
0,0,0,-50
0,0,0,-18
0,0,0,-50
1,25,25,-175
0,0,0,-50
0,0,0,-45
0,0,0,-200
0,0,0,-25
0,0,0,-100
0,0,0,-50
0,0,0,-75
0,0,0,-100
0,0,0,-25
0,0,0,-30
0,0,0,-50
0,0,0,-25
0,0,0,-100
0,0,0,-20
0,0,0,-50
0,0,0,-50
0,0,0,-35
0,0,0,-25
0,0,0,-50
0,0,0,-150
0,0,0,-25
0,0,0,-25
0,0,0,-10
0,0,0,-25
0,0,0,-35
0,0,0,-25
0,0,0,-20
0,0,0,-25
0,0,0,-50
0,0,0,-100
0,0,0,-40
1,25,25,0
0,0,0,-45
0,0,0,-50
0,0,0,-25
0,0,0,-15
1,15,45,-35
0,0,0,-50
0,0,0,-12.5
0,0,0,-25
0,0,0,-20
0,0,0,-35
0,0,0,-50
0,0,0,-20
0,0,0,-100
0,0,0,-100
0,0,0,-150
0,0,0,-25
0,0,0,-35
0,0,0,-75
0,0,0,-10
0,0,0,-50
0,0,0,-75
0,0,0,-75
0,0,0,-10
0,0,0,-35
0,0,0,-20
0,0,0,-30
0,0,0,-25
0,0,0,-50
0,0,0,-65
0,0,0,-25
0,0,0,-50
0,0,0,-20
0,0,0,-25
0,0,0,-100
0,0,0,-50
0,0,0,-25
0,0,0,-45
0,0,0,-25
1,35,35,-15
0,0,0,-25
0,0,0,-50
0,0,0,-25
0,0,0,-20
0,0,0,-25
0,0,0,-35
0,0,0,-100
0,0,0,-125
0,0,0,-50
0,0,0,-50
0,0,0,-50
0,0,0,-25
0,0,0,-15
0,0,0,-175
0,0,0,-25
0,0,0,-20
0,0,0,-50
0,0,0,-25
0,0,0,-12.5
0,0,0,-150
0,0,0,-25
0,0,0,-25
0,0,0,-20
0,0,0,-25
1,8,24,-4
0,0,0,-15
0,0,0,-50
0,0,0,-50
0,0,0,-15
0,0,0,-50
0,0,0,-65
0,0,0,-50
0,0,0,-30
0,0,0,-10
0,0,0,-50
0,0,0,-100
0,0,0,-55
0,0,0,-30
0,0,0,-15
0,0,0,-100
0,0,0,-10
0,0,0,-100
0,0,0,-25
0,0,0,-100
0,0,0,-1000
0,0,0,-100
0,0,0,-300
0,0,0,-15
0,0,0,-30
0,0,0,-10
0,0,0,-100
0,0,0,-50
0,0,0,-25
0,0,0,-35
0,0,0,-40
0,0,0,-1000
0,0,0,-50
0,0,0,-50
0,0,0,-350
0,0,0,-50
0,0,0,-300
